Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
50356539,2020-04-22,19:19:39,Import,MY,PORT_40,HU,854233,5HDXVHJ,DWNJQL8,7931.17,1.3,1.289,LINE_VZIZJJ,35.2,Clear
43600022,2020-04-22,01:39:02,Import,US,PORT_40,PG,870324,GN564D7,48DF3XD,14157600.0,2082.0,2134.466,LINE_MODE_10,63.3,Clear
37716456,2020-04-22,06:23:36,Import,DE,PORT_62,ZZ,842121,4WGYEGA,H1I7Z83,18584.6,86.0,82.405,LINE_MODE_40,13.1,Clear
39233618,2020-04-22,10:21:38,Import,CN,PORT_20,RS,910299,G94SIRF,ISAYWZW,7126.0,14.0,14.381,LINE_MODE_40,58.6,Clear
97427171,2020-04-22,15:02:11,Import,JP,PORT_20,UG,330420,YFRARGJ,YY4KALT,155.16,0.9,0.878,LINE_MODE_10,30.7,Clear
42270414,2020-04-22,06:10:54,Import,JP,PORT_20,ZZ,848190,CL07MUN,3EVLVZQ,921.9,21.0,21.613,LINE_MODE_10,66.0,Clear
29444898,2020-04-22,13:56:18,Import,CN,PORT_20,UZ,850440,OMYWHR9,LGGGGB3,69792.0,160.0,157.952,LINE_MODE_10,38.2,Clear
28653966,2020-04-22,19:02:06,Import,CH,PORT_30,HU,293629,GS3MY9A,GU9NXLA,738010.0,50.0,47.66,LINE_MODE_40,9.8,Clear
61743517,2020-04-22,19:50:37,Import,CN,PORT_20,LR,630790,S95RAMD,9HF6ZKX,345.0,150.0,137.206,LINE_VZIZJJ,12.7,Low Risk
62508825,2020-04-22,14:33:45,Import,NL,PORT_30,BA,760711,1F082AS,A2OX5LF,1427.86,3.1,3.096,LINE_MODE_40,39.8,Clear
73106104,2020-04-22,04:19:04,Import,CN,PORT_20,EC,320417,D8BR2J3,YLSHCWD,2875680.0,2400.0,2534.208,LINE_MODE_10,114.2,Low Risk
38064313,2020-04-22,23:53:13,Import,CN,PORT_30,GN,820320,4C7FNQC,THGS6O5,2694.5,42.5,40.575,LINE_MODE_10,16.8,Clear
10023485,2020-04-22,04:38:05,Import,CN,PORT_20,HU,841391,JF0CFHM,Z2JP4ZG,5930.0,100.0,90.351,LINE_77BN4M,22.0,Low Risk
44089187,2020-04-22,00:31:47,Import,PL,PORT_40,KR,711291,FDVOTGN,LG9AG6Q,911325.8,14042.0,13588.443,LINE_MODE_10,25.4,Clear
49357814,2020-04-22,04:14:14,Import,CN,PORT_30,CR,940490,BJGEC7J,ZGSXWDQ,101.64,4.4,4.611,LINE_MODE_10,109.1,Low Risk
13185673,2020-04-22,17:09:13,Import,TW,PORT_13,MG,950699,54SSE5Z,73M4PLQ,5418.0,90.0,87.723,LINE_MODE_10,30.0,Clear
38396233,2020-04-22,20:05:13,Import,CN,PORT_40,LV,850110,5XVAXBN,YFZ49RP,604688.0,280.0,278.516,LINE_MODE_40,37.2,Clear
88634231,2020-04-22,00:33:11,Import,CN,PORT_40,NO,071080,XANJ3JW,Z1FJX94,26520000.0,100000.0,104570.0,LINE_MODE_40,4.9,Clear
51743304,2020-04-22,11:32:24,Import,CN,PORT_20,LV,701337,5T6LZKK,1VRR8DV,140296.2,10628.5,10991.995,LINE_MODE_10,69.3,Clear
82782895,2020-04-22,10:54:55,Import,TN,PORT_40,BA,620432,SCB8TNM,NJVSADX,9971.2,19.0,19.26,LINE_MODE_40,49.7,Clear
52258691,2020-04-22,20:14:11,Import,VN,PORT_20,HN,732399,XHV11Q2,JZQ1MY6,87.52,1.6,1.625,LINE_MODE_10,57.1,Clear
14695194,2020-04-22,06:23:54,Import,AU,PORT_20,AT,720421,G8KBG5Z,MK47WXX,575776.0,37880.0,39364.896,LINE_MODE_10,72.6,Clear
98000463,2020-04-22,16:09:03,Import,KR,PORT_20,SI,710813,3P1O2FT,3WIE9T3,34645.2,0.8,0.824,LINE_MODE_40,60.3,Clear
31736914,2020-04-22,22:52:34,Import,US,PORT_16,FJ,030399,6ZH1IQE,ARM4A07,11247381.6,15288.0,14970.01,LINE_MODE_40,27.0,Clear
16418873,2020-04-22,13:55:53,Import,DE,PORT_20,TT,870332,1XQFV5O,RZM2Z77,10680096.0,1840.0,1793.448,LINE_MODE_10,30.0,Clear
38763375,2020-04-22,04:36:15,Import,JP,PORT_21,LB,760200,REZ66P1,ZZPCNEC,397194.0,40530.0,39464.061,LINE_MODE_90,25.3,Clear
54437340,2020-04-22,21:29:00,Import,VN,PORT_40,LV,310490,5TDWL67,00JCOI7,50548.4,28.0,33.495,LINE_MODE_10,95.8,Low Risk
49974102,2020-04-22,22:53:42,Import,US,PORT_30,BR,870899,7T8RJ42,J5NKCLZ,315.0,45.0,44.334,LINE_MWIDNS,30.9,Clear
72235593,2020-04-22,09:14:33,Import,CN,PORT_30,BG,620433,4OU54MF,WZKXAUS,25.14,0.1,0.101,LINE_MODE_40,50.4,Clear
77115772,2020-04-22,22:54:52,Import,CN,PORT_154,DJ,540754,J1QQRGT,VYT70XK,289612.8,864.0,864.173,LINE_4SKGXX,46.8,Clear
61776715,2020-04-22,19:51:55,Import,CN,PORT_40,AM,292151,YUE8WUV,7OSA8BP,9190000.0,20000.0,20074.0,LINE_MODE_10,49.1,Clear
73498649,2020-04-22,23:01:29,Import,CN,PORT_40,PL,950300,JTG6ESB,OZB7KED,10575.6,84.0,82.883,LINE_MODE_40,31.9,Clear
38664252,2020-04-22,19:16:12,Import,CN,PORT_33,LV,711719,879RBIT,D46A3N2,115.94,1.7,1.632,LINE_FDLUKP,20.4,Clear
15141490,2020-04-22,06:38:10,Import,LV,PORT_16,GG,940360,IOAGCHD,9Q45PIS,177.5,25.0,24.78,LINE_MODE_40,34.9,Clear
71366266,2020-04-22,18:13:46,Import,US,PORT_30,BA,210690,FUF4U14,FQKH1PD,1922800.0,15200.0,17550.528,LINE_MODE_10,49.8,Low Risk
99054071,2020-04-22,14:57:11,Import,TN,PORT_20,DJ,620530,SLUUBV6,3U8ZYJU,98023.2,12.0,12.308,LINE_MODE_10,63.7,Clear
59198331,2020-04-22,06:34:51,Import,CN,PORT_121,MT,420292,Y45B482,HCDRLWE,255.85,4.3,4.282,LINE_N7NYF0,39.9,Clear
72894901,2020-04-22,03:51:01,Import,US,PORT_20,TT,848620,1GBOHWE,GDNBBXW,440475527.52,6012.3,5776.017,LINE_MODE_10,20.8,Clear
93029794,2020-04-22,08:40:34,Import,CN,PORT_40,GN,551612,P1O5NFE,037T5IC,543250.0,410.0,426.072,LINE_MODE_40,66.6,Clear
42933404,2020-04-22,05:40:44,Import,JP,PORT_20,TT,321590,8T7RJMM,NT2A42Y,99.19,1.3,1.422,LINE_MODE_10,35.4,Low Risk
70766924,2020-04-22,17:12:44,Import,CN,PORT_40,BR,200551,HDS4PX1,AGEBSW5,4932915.0,9255.0,9478.971,LINE_EIZP3I,56.7,Clear
67081391,2020-04-22,13:39:11,Import,CN,PORT_40,TH,820750,NL5Y953,ONKQE2Z,797101.8,267.0,257.842,LINE_MODE_40,18.1,Clear
96055246,2020-04-22,00:16:46,Import,CN,PORT_40,KR,950490,VLK4LWB,LYL64RP,1467.75,28.5,33.819,LINE_MODE_40,51.4,Low Risk
51158880,2020-04-22,02:48:00,Import,VN,PORT_30,HN,650691,JMT7A6F,YA9IFOH,302994.0,930.0,972.966,LINE_MODE_10,11.2,Clear
13002699,2020-04-22,19:15:39,Import,PT,PORT_40,TH,611090,KJCZUQP,R5P6P4N,37.24,9.8,9.915,LINE_MODE_40,48.4,Clear
14884812,2020-04-22,13:52:12,Import,TW,PORT_30,BR,920994,YS3UX8K,0BKVV8V,243.0,0.4,0.392,LINE_MODE_10,33.6,Clear
67028841,2020-04-22,07:43:21,Import,CN,PORT_20,TT,560394,B77KNZD,RX8P8Y0,7.95,1.5,1.486,LINE_MODE_40,34.6,Clear
86891170,2020-04-22,09:06:10,Import,FR,PORT_30,ZZ,381010,UDZ9WBP,TNBC1SB,34160996.8,24548.0,23350.058,LINE_MODE_10,14.5,Clear
41245475,2020-04-22,07:24:35,Import,VN,PORT_40,OM,853669,3BFUK83,FE9X0QG,15711.0,30.0,30.711,LINE_MODE_40,56.3,Clear
80683692,2020-04-22,19:20:12,Import,CN,PORT_20,KR,210390,9BH9EMS,ZI8UQVE,108000.0,4000.0,4160.8,LINE_MODE_10,73.2,Clear
23321285,2020-04-22,10:28:05,Import,US,PORT_30,MN,760200,IFNAMOU,X7OITX1,114601.2,11694.0,11327.978,LINE_MODE_10,26.0,Clear
58517201,2020-04-22,00:42:41,Import,MX,PORT_30,CR,392690,USKS5NL,MGZ3KGN,4.32,7.2,8.486,LINE_MODE_10,55.5,Low Risk
26573269,2020-04-22,05:31:49,Import,KR,PORT_20,PG,901210,1ZNY80M,VE79R8I,42531.84,42.6,41.607,LINE_MODE_10,31.3,Clear
87258853,2020-04-22,21:02:13,Import,PE,PORT_62,LV,160554,O916QPK,0VKG7J2,20760075.0,22050.0,21712.635,LINE_B12OMY,36.6,Clear
15494736,2020-04-22,01:41:36,Import,CN,PORT_30,AT,392640,E0QJHWB,6QMNYHK,514.8,132.0,158.748,LINE_MODE_10,97.9,Low Risk
54794675,2020-04-22,19:04:35,Import,CN,PORT_20,FJ,611020,4VXO9KJ,6PQ95BA,205.92,7.8,7.985,LINE_W6UCD9,62.3,Clear
99006187,2020-04-22,12:35:07,Import,JP,PORT_20,MN,392690,TE40BEL,XKKJRVV,5.3,0.5,0.484,LINE_MODE_10,25.4,Clear
72713164,2020-04-22,03:10:04,Import,IL,PORT_30,PY,902780,B9CBII6,HAFK3S1,153158.9,47.0,54.418,LINE_MWIDNS,44.6,Low Risk
83282802,2020-04-22,15:18:42,Import,CN,PORT_40,TH,620433,9VSHET5,9Z75YQ4,30168.0,120.0,124.224,LINE_77BN4M,69.9,Clear
66839749,2020-04-22,14:39:49,Import,CN,PORT_20,FJ,901180,1WQ1Y1G,AG465I8,9439.46,10.1,10.471,LINE_MODE_40,64.9,Clear
72202534,2020-04-22,19:19:34,Import,CN,PORT_20,AT,820559,7YMNLX8,TTSWZF1,175.0,10.0,9.692,LINE_MODE_10,26.4,Clear
76719951,2020-04-22,05:41:51,Import,CA,PORT_20,PL,220870,ISBL9AI,DQNULNQ,56808.0,360.0,354.852,LINE_MODE_10,37.3,Clear
13017484,2020-04-22,21:02:04,Import,FR,PORT_40,NO,220429,R1040EF,OMV88SX,2046.5,5.0,5.36,LINE_VZIZJJ,67.8,Low Risk
85865367,2020-04-22,19:41:27,Import,SE,PORT_40,PG,844391,FXZO2D1,PKFR57Q,552049.2,1723.0,1684.577,LINE_MODE_40,26.0,Clear
36546488,2020-04-22,01:56:08,Import,KR,PORT_16,CA,848190,GCITX99,8QOEWI1,263.4,6.0,6.253,LINE_MODE_10,74.5,Clear
20994513,2020-04-22,23:36:33,Import,IT,PORT_33,GU,711790,HZSOT2H,WKAAOZX,26.91,1.3,1.241,LINE_MODE_10,16.8,Clear
54107897,2020-04-22,17:30:17,Import,VN,PORT_40,NO,680100,Q2TO460,Z2B9ENG,530000.0,100000.0,96270.0,LINE_MWIDNS,16.1,Clear
45804594,2020-04-22,07:53:54,Import,IT,PORT_40,IR,420222,ZBV2PV1,HIHLR2U,48519.9,143.0,148.606,LINE_W6UCD9,66.6,Clear
50516355,2020-04-22,09:19:15,Import,ID,PORT_40,EC,550953,DMNUUU4,0VVMNI1,14511752.64,19958.4,17823.051,LINE_MODE_10,35.0,Low Risk
63567251,2020-04-22,09:30:11,Import,TW,PORT_20,UG,950300,XHV11Q2,SNRCUSN,454.92,6.8,7.197,LINE_MODE_10,115.7,Low Risk
27947295,2020-04-22,08:08:15,Import,CN,PORT_40,OM,870829,TUXZ4XB,RDG3MEX,192165.0,690.0,819.886,LINE_MODE_10,93.3,Low Risk
31325302,2020-04-22,05:20:22,Import,CN,PORT_40,HN,610990,K89UB6S,6SCOIS7,18.75,0.3,0.296,LINE_W6UCD9,30.9,Clear
81523894,2020-04-22,08:35:34,Import,IT,PORT_20,BG,843890,4T83MFO,Y79XRNV,1338.24,6.8,7.547,LINE_MODE_10,39.2,Low Risk
29658519,2020-04-22,17:52:39,Import,VN,PORT_82,PG,071080,3BID5VS,IWSDF6W,5304000.0,20000.0,20034.0,LINE_77BN4M,41.8,Clear
23898122,2020-04-22,12:54:02,Import,IT,PORT_20,NG,940360,LMOLWPU,DTY5Z7Q,745.5,105.0,102.396,LINE_MODE_40,24.3,Clear
42483925,2020-04-22,10:45:25,Import,KR,PORT_40,TT,711291,SI577IU,7YOSHYM,58.41,0.9,0.944,LINE_MODE_40,6.8,Clear
81802191,2020-04-22,09:25:51,Import,CN,PORT_40,SI,691390,I2OP67N,RCT16PT,2124.0,120.0,115.884,LINE_MODE_10,24.1,Clear
12062600,2020-04-22,12:03:20,Import,TR,PORT_20,GN,481920,AD6QE0O,L2SX065,606.0,1010.0,996.062,LINE_MODE_10,37.6,Clear
55095323,2020-04-22,19:23:23,Import,US,PORT_40,GN,391000,OK9J1G0,47TGO99,17296200.0,18000.0,17994.6,LINE_H35Z1A,46.5,Clear
51917039,2020-04-22,06:07:59,Import,CN,PORT_40,PG,190490,HDLHRPS,H9NE890,1816110.0,5100.0,5312.67,LINE_MODE_10,74.2,Clear
72873250,2020-04-22,11:14:10,Import,BD,PORT_40,LR,420292,20GHZWN,3QTTSV0,380.8,6.4,6.472,LINE_VZIZJJ,48.1,Clear
34512719,2020-04-22,11:35:59,Import,CN,PORT_12,MT,071080,MEQDPIT,5DBHMO0,31187520.0,117600.0,154225.344,LINE_122XIE,125.5,Critical
76094002,2020-04-22,21:05:22,Import,CN,PORT_20,EC,401695,4KVP8Q8,U1YJ1SP,81480.0,400.0,429.36,LINE_MODE_10,179.8,Critical
23823618,2020-04-22,20:28:18,Import,DE,PORT_13,SD,854231,MIDLECR,158PVN2,156374.22,77.1,79.197,LINE_MWIDNS,58.6,Clear
49776767,2020-04-22,16:24:47,Import,US,PORT_40,CL,292159,84DFX3U,T5QH35S,174.47,0.1,0.098,LINE_MODE_40,26.0,Clear
90824480,2020-04-22,02:21:20,Import,CN,PORT_40,IL,392690,N2XH1X5,D67DXHH,240.0,400.0,418.48,LINE_MODE_40,5.2,Clear
57619787,2020-04-22,15:01:47,Import,KR,PORT_30,DJ,852190,A1V6GIL,PLREN1M,41806.93,7.1,6.42,LINE_MODE_10,21.4,Low Risk
81241493,2020-04-22,16:12:53,Import,CN,PORT_20,DJ,841451,3WBVA7Z,8N25YR8,339546.24,838.8,809.19,LINE_MODE_10,23.4,Clear
33365748,2020-04-22,05:03:48,Import,US,PORT_21,SD,820830,3J9IH5D,DV61O8W,26487.75,7.5,7.592,LINE_MODE_10,54.7,Clear
42834134,2020-04-22,08:06:14,Import,DE,PORT_40,LV,870323,2KOB00X,9FG3Z7I,20370.0,2100.0,2035.32,LINE_MODE_10,26.4,Clear
72863083,2020-04-22,00:12:43,Import,CN,PORT_121,HU,950691,QEAE4AX,A2RWD4V,5086.4,374.0,381.368,LINE_MODE_10,59.7,Clear
59575782,2020-04-22,10:01:42,Import,CN,PORT_40,HU,070320,KTL1EG0,X6BHPT7,17474400.0,72000.0,75254.4,LINE_MODE_10,10.5,Clear
62013283,2020-04-22,02:22:43,Import,KR,PORT_40,MT,854239,OC5LRCO,OQY4ZUC,150.48,3.6,4.347,LINE_MODE_40,93.4,Low Risk
75540088,2020-04-22,14:49:28,Import,CN,PORT_40,CL,854390,B9CBII6,OZB7KED,533.95,29.5,30.745,LINE_W6UCD9,68.5,Clear
79438461,2020-04-22,02:50:21,Import,CN,PORT_20,UZ,846789,WEQXBYZ,TDT9OOR,1760184.0,1080.0,1059.156,LINE_MODE_10,34.0,Clear
41612462,2020-04-22,01:33:02,Import,NL,PORT_53,GG,852349,8ZM6DW0,M2I59UH,7590.0,50.0,58.052,LINE_W6UCD9,51.4,Low Risk
34824040,2020-04-22,20:00:40,Import,US,PORT_40,HN,200811,LGN9ZMM,23RIU88,3634968.96,16329.6,15777.66,LINE_MODE_10,24.4,Clear
88690168,2020-04-22,19:37:28,Import,IL,PORT_40,DJ,170260,G3LTYWH,0UT5B80,9553950.0,18900.0,18941.58,LINE_MODE_10,48.1,Clear
41010218,2020-04-22,23:51:38,Import,CN,PORT_40,PG,850440,BBCYEB8,EH64Q4J,9051.4,334.0,482.309,LINE_MODE_40,160.8,Critical
22217929,2020-04-22,15:42:49,Import,CN,PORT_20,JP,940161,R7TLJ88,YDXXAYY,56395.04,3710.2,3883.466,LINE_MODE_50,7.5,Clear
21614578,2020-04-22,09:30:58,Import,DE,PORT_30,BA,481149,5GSU2EH,FQKH1PD,1336.0,80.0,83.776,LINE_MODE_10,11.8,Clear
41909891,2020-04-22,09:34:11,Import,CN,PORT_10,SD,854370,5O3T0NH,A9XNSXH,750.96,29.8,35.6,LINE_MODE_10,95.3,Low Risk
73439954,2020-04-22,17:43:14,Import,JP,PORT_30,PL,870340,MVQ8T8O,78DPWEB,9226680.0,1380.0,1323.696,LINE_MODE_10,19.8,Clear
29746536,2020-04-22,08:31:36,Import,CN,PORT_13,PL,210690,FS9CIUS,0LMYIBW,18975.0,150.0,152.73,LINE_MODE_40,52.7,Clear
85176837,2020-04-22,06:25:57,Import,US,PORT_13,GG,853120,F0ASR4B,NF9YEM6,629.5,1.0,0.993,LINE_MODE_40,35.9,Clear
49818962,2020-04-22,21:08:02,Import,VN,PORT_20,BG,902920,YZ9DK0I,UQHMADE,134090.0,50.0,47.76,LINE_MODE_10,17.1,Clear
94926657,2020-04-22,22:42:57,Import,CN,PORT_40,GG,281820,X85SFTZ,BXMTYM2,171.7,1.0,0.983,LINE_MODE_40,29.3,Clear
22644109,2020-04-22,10:05:49,Import,CN,PORT_13,NO,846599,6MBHFVD,4VMRI9B,10440.0,300.0,287.01,LINE_MODE_40,12.1,Clear
96908296,2020-04-22,11:14:16,Import,CN,PORT_20,HU,071080,YJNHNER,FQKH1PD,37128000.0,140000.0,148724.8,LINE_MODE_10,118.3,Low Risk
60064622,2020-04-22,15:09:02,Import,VN,PORT_13,GG,940390,FDJSJM7,Y6NHMEJ,250.0,2500.0,2603.8,LINE_MODE_10,105.0,Low Risk
88241056,2020-04-22,11:40:16,Import,IT,PORT_30,GN,621420,AUC3VAW,NH38CYF,1140.0,10.0,9.582,LINE_MWIDNS,13.1,Clear
54967571,2020-04-22,20:42:11,Import,VN,PORT_40,BA,252220,FWCXYWO,KIWBCYI,3661218.0,49610.0,48404.477,LINE_MODE_10,30.7,Clear
79793207,2020-04-22,02:18:47,Import,US,PORT_20,WS,870332,NXZGW6G,3FWWXB6,10709118.0,1845.0,1766.956,LINE_MODE_10,18.8,Clear
15658620,2020-04-22,09:37:00,Import,CN,PORT_20,EC,940490,14L32IG,AEJ64VX,360.36,15.6,15.229,LINE_MODE_10,31.0,Clear
25196339,2020-04-22,19:42:59,Import,PH,PORT_40,MT,711311,AFIOC3F,73L2UK6,232.4,0.8,0.793,LINE_MODE_10,41.2,Clear
45205602,2020-04-22,22:18:42,Import,IT,PORT_30,UZ,420231,5PQH7IS,GUS8AL0,64308.05,51.5,53.313,LINE_MODE_10,69.9,Clear
95470266,2020-04-22,23:07:06,Import,CN,PORT_40,LR,360490,HZ118CR,FWWCNWU,230574.0,231.5,232.241,LINE_MODE_40,42.8,Clear
31683142,2020-04-22,08:44:22,Import,JP,PORT_40,TT,711719,MH3915F,OC7KQSY,183.5,5.0,4.53,LINE_MODE_10,19.9,Low Risk
94864260,2020-04-22,19:11:00,Import,IT,PORT_40,GN,732690,SSW01RQ,PI4EFF6,18.45,12.3,11.761,LINE_5V1OQR,13.8,Clear
79625364,2020-04-22,08:33:24,Import,CN,PORT_40,LV,481920,LGN9ZMM,KNS4NWA,81.6,136.0,157.466,LINE_MODE_10,50.6,Low Risk
44584555,2020-04-22,20:15:55,Import,CN,PORT_121,IR,841370,75O6ECM,M3A6EDP,1214458.0,778.0,694.762,LINE_MODE_40,29.0,Low Risk
44882459,2020-04-22,08:04:59,Import,AT,PORT_20,IR,681599,X2H7XDG,CYZWE17,196.5,5.0,5.158,LINE_W6UCD9,67.6,Clear
41524044,2020-04-23,08:51:24,Import,CN,PORT_40,SV,950300,ON0KARR,B6C4G68,13508.0,110.0,106.062,LINE_MODE_40,17.1,Clear
77537586,2020-04-23,09:49:06,Import,IT,PORT_30,GG,610910,Z0K75IG,KXFBS1E,46.8,3.0,3.13,LINE_MODE_10,75.2,Clear
55527162,2020-04-23,09:24:42,Import,TH,PORT_20,TN,210690,PRTVYKD,3XG337P,2550240.0,20160.0,19256.832,LINE_MODE_10,17.1,Clear
52206854,2020-04-23,03:38:14,Import,BE,PORT_30,ZZ,820559,F0O2PIM,TPAJHUX,145.25,8.3,8.376,LINE_MODE_10,52.8,Clear
39556832,2020-04-23,04:32:32,Import,CN,PORT_40,CA,853669,KHHLEZA,8XHZRBL,5760.7,11.0,10.672,LINE_MODE_10,27.0,Clear
89471027,2020-04-23,22:35:47,Import,US,PORT_16,MG,340590,AB8EZYM,EYJPGA1,12584.0,80.0,86.202,LINE_WUM0JN,3.8,Low Risk
29028926,2020-04-23,08:31:26,Import,CN,PORT_20,HU,283110,FV1F673,5BLPJNZ,23053500.0,45000.0,40516.2,LINE_MODE_10,24.6,Low Risk
43841874,2020-04-23,14:41:54,Import,CH,PORT_40,MN,390890,OPKNXDR,OOHVJZ2,57960.0,600.0,599.52,LINE_MODE_10,46.2,Clear
44974346,2020-04-23,17:48:26,Import,CN,PORT_20,JP,940490,Y8ES004,42VLJD6,115.5,5.0,4.816,LINE_MODE_10,22.4,Clear
34475776,2020-04-23,04:52:16,Import,CN,PORT_30,CL,090421,9PB7W1J,1PBKO2S,9796400.0,9500.0,9482.9,LINE_MODE_40,39.5,Clear
87142715,2020-04-23,20:38:35,Import,AU,PORT_40,FJ,020220,I6ZZMA2,E3Q8ABV,5712073.02,22748.2,22832.368,LINE_MODE_10,49.1,Clear
42828300,2020-04-23,04:45:00,Import,VN,PORT_40,WS,611030,DX0XLU8,IXHGLHQ,58185.6,627.0,649.697,LINE_MODE_10,70.6,Clear
17582235,2020-04-23,12:57:15,Import,IT,PORT_40,NO,640419,WLDMOC8,DWNJQL8,1071.2,4.0,4.175,LINE_VZIZJJ,69.5,Clear
80490502,2020-04-23,06:20:22,Import,BW,PORT_20,CR,710221,P6O4FHQ,Q4SMFNB,503704.08,0.4,0.394,LINE_MODE_10,36.9,Clear
29459884,2020-04-23,12:22:04,Import,MY,PORT_30,GN,853669,CCOI39S,VKJV3KX,209.48,0.4,0.418,LINE_MODE_10,75.9,Clear
85070142,2020-04-23,03:47:42,Import,KR,PORT_40,HN,392690,IXLF4S4,JABE2FY,210.0,350.0,337.82,LINE_MODE_40,17.7,Clear
10158234,2020-04-23,02:07:54,Import,CN,PORT_40,PG,851890,UPAE8AO,GSLGORQ,1.75,2.5,3.015,LINE_W6UCD9,92.9,Low Risk
18901106,2020-04-23,07:14:26,Import,VN,PORT_30,BA,620530,OS43ICR,W1HG05U,367889.4,1060.2,947.14,LINE_MODE_10,34.6,Low Risk
38959785,2020-04-23,01:09:45,Import,CN,PORT_20,BG,900490,RRTAEZ8,T0ZD3W1,292.95,1.5,1.528,LINE_MODE_10,59.0,Clear
37933283,2020-04-23,20:09:23,Import,CN,PORT_40,MT,420292,X9IMQQG,AX4CW6G,476.0,8.0,9.66,LINE_MODE_40,93.4,Low Risk
32950192,2020-04-23,14:41:52,Import,FR,PORT_40,SI,711719,206WMTU,X5EDFP1,0.0,0.0,0.001,LINE_MODE_10,40.2,Clear
23610420,2020-04-23,18:27:00,Import,TH,PORT_20,SI,170199,ZVSG7NC,JGVX9P4,10194336.0,82080.0,80126.496,LINE_MODE_10,31.0,Clear
11571058,2020-04-23,11:38:58,Import,CN,PORT_40,MT,620822,H6DQZ7F,HTX53SG,1034.4,4.0,4.67,LINE_MODE_40,46.9,Low Risk
84805201,2020-04-23,04:16:01,Import,US,PORT_40,WS,848130,8OZ1RD1,5B7ITK6,898.08,1.6,1.617,LINE_MODE_10,53.8,Clear
62276654,2020-04-23,08:48:14,Import,SE,PORT_40,NG,848120,XHV11Q2,T5E1HFY,409332.0,840.0,847.728,LINE_MWIDNS,52.8,Clear
29789977,2020-04-23,03:51:37,Import,JP,PORT_20,UG,392062,NC6Q47G,1DWRP58,649600.0,44800.0,45816.96,LINE_MODE_40,55.7,Clear
23612059,2020-04-23,08:58:19,Import,US,PORT_20,LV,902750,XB2QVT4,GJKSF2X,39205.8,23.0,23.729,LINE_MODE_10,67.6,Clear
68441209,2020-04-23,15:30:49,Import,JP,PORT_33,KE,540761,C66T8VH,AWIWHYB,2664.42,110.1,110.838,LINE_W6UCD9,45.1,Clear
86125682,2020-04-23,02:20:02,Import,LK,PORT_30,LB,530500,7CNIF71,RXEWL7Y,239433.6,2352.0,2340.71,LINE_MODE_10,43.5,Clear
57011259,2020-04-23,03:51:39,Import,KR,PORT_40,CL,600633,SI577IU,L9S4R8J,75896.0,424.0,446.014,LINE_MODE_10,111.6,Low Risk
55706030,2020-04-23,09:13:50,Import,CN,PORT_16,UZ,820750,G0E60MS,I1AKNFO,797101.8,267.0,272.66,LINE_MODE_40,54.7,Clear
25199699,2020-04-23,04:38:59,Import,CN,PORT_40,BG,292249,HCX6OZ2,9UP4MN8,493020.0,300.0,303.51,LINE_EIZP3I,48.4,Clear
98146380,2020-04-23,18:53:00,Import,CN,PORT_16,EC,852852,XTHQVDT,WGTZZQ1,1395150.0,500.0,498.1,LINE_MODE_10,44.2,Clear
41107553,2020-04-23,23:53:53,Import,CN,PORT_20,BA,283321,C7B582A,2GIR7O0,2860200.0,42000.0,43457.4,LINE_MODE_40,63.6,Clear
19916465,2020-04-23,04:41:05,Import,CN,PORT_20,BA,847160,1ZNY80M,YHI27AU,1232.0,70.0,68.509,LINE_MODE_10,32.6,Clear
35717116,2020-04-23,17:41:16,Import,CN,PORT_40,BA,853650,4TKEBJ6,7PN0VA5,45998.81,169.3,174.074,LINE_MODE_10,65.3,Clear
64998106,2020-04-23,17:17:46,Import,CN,PORT_33,ES,680100,2QL9CAP,V4RRZHC,126670.0,23900.0,23498.48,LINE_MODE_10,35.6,Clear
82384366,2020-04-23,02:48:46,Import,CN,PORT_20,GU,610910,T9CJKDP,GKXFPGY,2187.12,140.2,133.639,LINE_MODE_10,15.8,Clear
88135485,2020-04-23,09:04:45,Import,US,PORT_20,SV,293499,Z64QY0W,UXX1AJX,0.99,0.3,0.291,LINE_MODE_40,20.0,Clear
37426459,2020-04-23,14:18:19,Import,CN,PORT_40,FJ,940520,E970KIJ,E3Q8ABV,1030.08,3.2,3.301,LINE_MODE_10,67.6,Clear
30867637,2020-04-23,03:12:37,Import,JP,PORT_153,KE,293190,8UWDRCL,0P2MHVY,12676.0,40.0,39.708,LINE_A5IT1U,35.9,Clear
28290986,2020-04-23,23:32:26,Import,US,PORT_40,PL,870324,BPZW0XR,Y99CSIZ,10348.0,1990.0,2075.968,LINE_MODE_40,69.2,Clear
55930781,2020-04-23,14:15:41,Import,CN,PORT_40,LB,850440,RKZ9KL2,5PDPMM1,140392.0,644.0,657.331,LINE_MODE_40,54.4,Clear
14808438,2020-04-23,08:15:18,Import,CN,PORT_20,NG,732690,WXAEKTR,CIIR1J8,55218.0,36812.0,44153.785,LINE_MODE_40,90.8,Low Risk
52186612,2020-04-23,18:08:52,Import,DE,PORT_10,CR,960810,SY0X95V,9HU1G6A,37.45,3.5,3.431,LINE_MODE_10,33.6,Clear
